Fold,FedProx_Acc,FedPer_Acc,FedProx_F1,FedPer_F1,FedProx_AUROC,FedPer_AUROC
Fold_1,0.9446366782006921,0.9377162629757786,0.938500136190696,0.9306502449788272,0.9912695109553776,0.9915942276804038
Fold_2,0.9342560553633218,0.9065743944636678,0.928483356819545,0.8988738738738739,0.987590065127526,0.9886135772687823
Fold_3,0.9238754325259516,0.9204152249134948,0.9142610952260072,0.9143055126047579,0.9774968392204086,0.9879384411940932
Fold_4,0.8961937716262975,0.9100346020761245,0.8890721294139634,0.9067828521599053,0.9863370307109041,0.9886551598219149
Fold_5,0.903114186851211,0.9065743944636678,0.8827104553485053,0.8911338351108818,0.9860812742332271,0.9793447173109522
